StartDate,Value (kWh),day_of_week,notes
2017-09-18 10:00:00,0.187,0,weekday
2017-09-18 11:00:00,0.35,0,weekday
2017-09-18 12:00:00,0.261,0,weekday
2017-09-18 13:00:00,0.248,0,weekday
2017-09-18 14:00:00,0.348,0,weekday
2017-09-18 15:00:00,0.413,0,weekday
2017-09-18 16:00:00,0.299,0,weekday
2017-09-18 17:00:00,2.61,0,weekday
2017-09-18 18:00:00,3.5660000000000003,0,weekday
2017-09-18 19:00:00,1.9809999999999999,0,weekday
2017-09-18 20:00:00,2.5780000000000003,0,weekday
2017-09-18 21:00:00,2.274,0,weekday
2017-09-18 22:00:00,1.2790000000000001,0,weekday
2017-09-18 23:00:00,1.246,0,weekday
2017-09-19 00:00:00,0.705,1,weekday
2017-09-19 01:00:00,1.0290000000000001,1,weekday
2017-09-19 02:00:00,0.971,1,weekday
2017-09-19 03:00:00,0.9079999999999999,1,weekday
2017-09-19 04:00:00,0.643,1,weekday
2017-09-19 05:00:00,0.415,1,weekday
2017-09-19 06:00:00,0.735,1,weekday
2017-09-19 07:00:00,0.465,1,weekday
2017-09-19 08:00:00,0.465,1,weekday
2017-09-19 09:00:00,0.275,1,weekday
2017-09-19 10:00:00,0.366,1,weekday
2017-09-19 11:00:00,0.301,1,weekday
2017-09-19 12:00:00,0.319,1,weekday
2017-09-19 13:00:00,0.645,1,weekday
2017-09-19 14:00:00,0.4,1,weekday
2017-09-19 15:00:00,0.316,1,weekday
2017-09-19 16:00:00,0.8140000000000001,1,weekday
2017-09-19 17:00:00,2.47,1,weekday
2017-09-19 18:00:00,4.099,1,weekday
2017-09-19 19:00:00,3.2260000000000004,1,weekday
2017-09-19 20:00:00,3.2710000000000004,1,weekday
2017-09-19 21:00:00,2.6260000000000003,1,weekday
2017-09-19 22:00:00,1.635,1,weekday
2017-09-19 23:00:00,1.709,1,weekday
2017-09-20 00:00:00,1.317,2,weekday
2017-09-20 01:00:00,1.077,2,weekday
2017-09-20 02:00:00,1.354,2,weekday
2017-09-20 03:00:00,0.8109999999999999,2,weekday
2017-09-20 04:00:00,0.95,2,weekday
2017-09-20 05:00:00,0.986,2,weekday
2017-09-20 06:00:00,0.925,2,weekday
2017-09-20 07:00:00,0.28300000000000003,2,weekday
2017-09-20 08:00:00,0.23,2,weekday
2017-09-20 09:00:00,0.33399999999999996,2,weekday
2017-09-20 10:00:00,0.249,2,weekday
2017-09-20 11:00:00,0.282,2,weekday
2017-09-20 12:00:00,0.335,2,weekday
2017-09-20 13:00:00,0.18600000000000003,2,weekday
2017-09-20 14:00:00,0.297,2,weekday
2017-09-20 15:00:00,0.364,2,weekday
2017-09-20 16:00:00,0.662,2,weekday
2017-09-20 17:00:00,3.0380000000000003,2,weekday
2017-09-20 18:00:00,3.66,2,weekday
2017-09-20 19:00:00,2.463,2,weekday
2017-09-20 20:00:00,2.947,2,weekday
2017-09-20 21:00:00,2.439,2,weekday
2017-09-20 22:00:00,1.784,2,weekday
2017-09-20 23:00:00,1.774,2,weekday
2017-09-21 00:00:00,1.054,3,weekday
2017-09-21 01:00:00,1.123,3,weekday
2017-09-21 02:00:00,1.338,3,weekday
2017-09-21 03:00:00,0.975,3,weekday
2017-09-21 04:00:00,1.229,3,weekday
2017-09-21 05:00:00,0.49700000000000005,3,weekday
2017-09-21 06:00:00,0.557,3,weekday
2017-09-21 07:00:00,0.32799999999999996,3,weekday
2017-09-21 08:00:00,0.212,3,weekday
2017-09-21 09:00:00,0.305,3,weekday
2017-09-21 10:00:00,0.335,3,weekday
2017-09-21 11:00:00,0.353,3,weekday
2017-09-21 12:00:00,0.253,3,weekday
2017-09-21 13:00:00,0.212,3,weekday
2017-09-21 14:00:00,0.35,3,weekday
2017-09-21 15:00:00,0.266,3,weekday
2017-09-21 16:00:00,0.273,3,weekday
2017-09-21 17:00:00,1.446,3,weekday
2017-09-21 18:00:00,1.8519999999999999,3,weekday
2017-09-21 19:00:00,1.494,3,weekday
2017-09-21 20:00:00,2.434,3,weekday
2017-09-21 21:00:00,1.8940000000000001,3,weekday
2017-09-21 22:00:00,1.4140000000000001,3,weekday
2017-09-21 23:00:00,1.062,3,weekday
2017-09-22 00:00:00,0.978,4,weekday
2017-09-22 01:00:00,0.659,4,weekday
2017-09-22 02:00:00,0.675,4,weekday
2017-09-22 03:00:00,0.653,4,weekday
2017-09-22 04:00:00,0.391,4,weekday
2017-09-22 05:00:00,0.569,4,weekday
2017-09-22 06:00:00,0.993,4,weekday
2017-09-22 07:00:00,0.45399999999999996,4,weekday
2017-09-22 08:00:00,0.442,4,weekday
2017-09-22 09:00:00,0.26899999999999996,4,weekday
2017-09-22 10:00:00,0.264,4,weekday
2017-09-22 11:00:00,0.35700000000000004,4,weekday
2017-09-22 12:00:00,0.22899999999999998,4,weekday
2017-09-22 13:00:00,0.34700000000000003,4,weekday
2017-09-22 14:00:00,0.77,4,weekday
2017-09-22 15:00:00,3.27,4,weekday
2017-09-22 16:00:00,1.364,4,weekday
2017-09-22 17:00:00,1.845,4,weekday
2017-09-22 18:00:00,2.752,4,weekday
2017-09-22 19:00:00,2.1319999999999997,4,weekday
2017-09-22 20:00:00,2.5989999999999998,4,weekday
2017-09-22 21:00:00,2.384,4,weekday
2017-09-22 22:00:00,2.244,4,weekday
2017-09-22 23:00:00,1.4240000000000002,4,weekday
2017-09-23 00:00:00,1.035,5,weekend
2017-09-23 01:00:00,1.1440000000000001,5,weekend
2017-09-23 02:00:00,0.6459999999999999,5,weekend
2017-09-23 03:00:00,0.667,5,weekend
2017-09-23 04:00:00,0.843,5,weekend
2017-09-23 05:00:00,0.335,5,weekend
2017-09-23 06:00:00,0.389,5,weekend
2017-09-23 07:00:00,0.434,5,weekend
2017-09-23 08:00:00,0.41,5,weekend
2017-09-23 09:00:00,0.7390000000000001,5,weekend
2017-09-23 10:00:00,0.633,5,weekend
2017-09-23 11:00:00,0.42700000000000005,5,weekend
2017-09-23 12:00:00,0.298,5,weekend
2017-09-23 13:00:00,1.024,5,weekend
2017-09-23 14:00:00,3.2739999999999996,5,weekend
2017-09-23 15:00:00,3.5639999999999996,5,weekend
2017-09-23 16:00:00,3.165,5,weekend
2017-09-23 17:00:00,2.91,5,weekend
2017-09-23 18:00:00,2.7030000000000003,5,weekend
2017-09-23 19:00:00,2.227,5,weekend
2017-09-23 20:00:00,2.617,5,weekend
2017-09-23 21:00:00,2.611,5,weekend
2017-09-23 22:00:00,1.266,5,weekend
2017-09-23 23:00:00,1.4280000000000002,5,weekend
2017-09-24 00:00:00,1.092,6,weekend
2017-09-24 01:00:00,1.099,6,weekend
2017-09-24 02:00:00,0.929,6,weekend
2017-09-24 03:00:00,0.753,6,weekend
2017-09-24 04:00:00,0.758,6,weekend
2017-09-24 05:00:00,0.36200000000000004,6,weekend
2017-09-24 06:00:00,0.37200000000000005,6,weekend
2017-09-24 07:00:00,0.586,6,weekend
2017-09-24 08:00:00,0.46799999999999997,6,weekend
2017-09-24 09:00:00,0.408,6,weekend
2017-09-24 10:00:00,0.49700000000000005,6,weekend
2017-09-24 11:00:00,0.504,6,weekend
2017-09-24 12:00:00,0.66,6,weekend
2017-09-24 13:00:00,1.339,6,weekend
2017-09-24 14:00:00,1.45,6,weekend
2017-09-24 15:00:00,3.78,6,weekend
2017-09-24 16:00:00,3.16,6,weekend
2017-09-24 17:00:00,3.822,6,weekend
2017-09-24 18:00:00,3.417,6,weekend
2017-09-24 19:00:00,1.5590000000000002,6,weekend
2017-09-24 20:00:00,2.135,6,weekend
2017-09-24 21:00:00,2.6439999999999997,6,weekend
2017-09-24 22:00:00,1.474,6,weekend
2017-09-24 23:00:00,1.171,6,weekend
2017-09-25 00:00:00,1.002,0,weekday
2017-09-25 01:00:00,1.179,0,weekday
2017-09-25 02:00:00,1.087,0,weekday
2017-09-25 03:00:00,0.988,0,weekday
2017-09-25 04:00:00,0.6970000000000001,0,weekday
2017-09-25 05:00:00,0.789,0,weekday
2017-09-25 06:00:00,0.556,0,weekday
2017-09-25 07:00:00,0.321,0,weekday
2017-09-25 08:00:00,0.306,0,weekday
2017-09-25 09:00:00,0.402,0,weekday
2017-09-25 10:00:00,0.271,0,weekday
2017-09-25 11:00:00,0.267,0,weekday
2017-09-25 12:00:00,0.317,0,weekday
2017-09-25 13:00:00,0.22,0,weekday
2017-09-25 14:00:00,0.451,0,weekday
2017-09-25 15:00:00,0.376,0,weekday
2017-09-25 16:00:00,0.335,0,weekday
2017-09-25 17:00:00,1.87,0,weekday
2017-09-25 18:00:00,3.708,0,weekday
2017-09-25 19:00:00,2.362,0,weekday
2017-09-25 20:00:00,2.475,0,weekday
2017-09-25 21:00:00,2.739,0,weekday
2017-09-25 22:00:00,1.946,0,weekday
2017-09-25 23:00:00,1.212,0,weekday
2017-09-26 00:00:00,0.9690000000000001,1,weekday
2017-09-26 01:00:00,1.296,1,weekday
2017-09-26 02:00:00,0.657,1,weekday
2017-09-26 03:00:00,1.052,1,weekday
2017-09-26 04:00:00,0.642,1,weekday
2017-09-26 05:00:00,0.7609999999999999,1,weekday
2017-09-26 06:00:00,0.528,1,weekday
2017-09-26 07:00:00,0.217,1,weekday
2017-09-26 08:00:00,0.325,1,weekday
2017-09-26 09:00:00,0.342,1,weekday
2017-09-26 10:00:00,0.305,1,weekday
2017-09-26 11:00:00,0.22399999999999998,1,weekday
2017-09-26 12:00:00,0.314,1,weekday
2017-09-26 13:00:00,0.373,1,weekday
2017-09-26 14:00:00,0.387,1,weekday
2017-09-26 15:00:00,0.46,1,weekday
2017-09-26 16:00:00,0.38799999999999996,1,weekday
2017-09-26 17:00:00,1.581,1,weekday
2017-09-26 18:00:00,2.169,1,weekday
2017-09-26 19:00:00,1.375,1,weekday
2017-09-26 20:00:00,1.758,1,weekday
2017-09-26 21:00:00,2.125,1,weekday
2017-09-26 22:00:00,1.452,1,weekday
2017-09-26 23:00:00,1.129,1,weekday
2017-09-27 00:00:00,1.02,2,weekday
2017-09-27 01:00:00,0.746,2,weekday
2017-09-27 02:00:00,0.8240000000000001,2,weekday
2017-09-27 03:00:00,1.079,2,weekday
2017-09-27 04:00:00,0.28800000000000003,2,weekday
2017-09-27 05:00:00,0.774,2,weekday
2017-09-27 06:00:00,0.568,2,weekday
2017-09-27 07:00:00,0.21100000000000002,2,weekday
2017-09-27 08:00:00,0.237,2,weekday
2017-09-27 09:00:00,0.361,2,weekday
2017-09-27 10:00:00,0.22699999999999998,2,weekday
2017-09-27 11:00:00,0.254,2,weekday
2017-09-27 12:00:00,0.36,2,weekday
2017-09-27 13:00:00,0.24600000000000002,2,weekday
2017-09-27 14:00:00,0.217,2,weekday
2017-09-27 15:00:00,0.40299999999999997,2,weekday
2017-09-27 16:00:00,0.396,2,weekday
2017-09-27 17:00:00,1.689,2,weekday
2017-09-27 18:00:00,2.762,2,weekday
2017-09-27 19:00:00,1.994,2,weekday
2017-09-27 20:00:00,2.38,2,weekday
2017-09-27 21:00:00,2.45,2,weekday
2017-09-27 22:00:00,2.032,2,weekday
2017-09-27 23:00:00,1.594,2,weekday
2017-09-28 00:00:00,1.226,3,weekday
2017-09-28 01:00:00,0.9640000000000001,3,weekday
2017-09-28 02:00:00,0.802,3,weekday
2017-09-28 03:00:00,0.9209999999999999,3,weekday
2017-09-28 04:00:00,1.141,3,weekday
2017-09-28 05:00:00,0.308,3,weekday
2017-09-28 06:00:00,0.693,3,weekday
2017-09-28 07:00:00,0.405,3,weekday
2017-09-28 08:00:00,0.212,3,weekday
2017-09-28 09:00:00,0.32799999999999996,3,weekday
2017-09-28 10:00:00,0.35100000000000003,3,weekday
2017-09-28 11:00:00,0.331,3,weekday
2017-09-28 12:00:00,0.304,3,weekday
2017-09-28 13:00:00,0.215,3,weekday
2017-09-28 14:00:00,0.319,3,weekday
2017-09-28 15:00:00,0.36,3,weekday
2017-09-28 16:00:00,0.265,3,weekday
2017-09-28 17:00:00,1.636,3,weekday
2017-09-28 18:00:00,2.696,3,weekday
2017-09-28 19:00:00,2.374,3,weekday
2017-09-28 20:00:00,2.6260000000000003,3,weekday
2017-09-28 21:00:00,2.239,3,weekday
2017-09-28 22:00:00,1.3719999999999999,3,weekday
2017-09-28 23:00:00,1.024,3,weekday
2017-09-29 00:00:00,0.763,4,weekday
2017-09-29 01:00:00,0.61,4,weekday
2017-09-29 02:00:00,0.653,4,weekday
2017-09-29 03:00:00,1.044,4,weekday
2017-09-29 04:00:00,0.552,4,weekday
2017-09-29 05:00:00,0.9,4,weekday
2017-09-29 06:00:00,0.511,4,weekday
2017-09-29 07:00:00,0.257,4,weekday
2017-09-29 08:00:00,0.368,4,weekday
2017-09-29 09:00:00,0.212,4,weekday
2017-09-29 10:00:00,0.266,4,weekday
2017-09-29 11:00:00,0.327,4,weekday
2017-09-29 12:00:00,0.228,4,weekday
2017-09-29 13:00:00,1.7790000000000001,4,weekday
2017-09-29 14:00:00,1.1320000000000001,4,weekday
2017-09-29 15:00:00,0.623,4,weekday
2017-09-29 16:00:00,0.7020000000000001,4,weekday
2017-09-29 17:00:00,4.144,4,weekday
2017-09-29 18:00:00,2.412,4,weekday
2017-09-29 19:00:00,2.136,4,weekday
2017-09-29 20:00:00,2.036,4,weekday
2017-09-29 21:00:00,2.4,4,weekday
2017-09-29 22:00:00,1.567,4,weekday
2017-09-29 23:00:00,1.6380000000000001,4,weekday
2017-09-30 00:00:00,1.13,5,weekend
2017-09-30 01:00:00,0.691,5,weekend
2017-09-30 02:00:00,0.97,5,weekend
2017-09-30 03:00:00,0.861,5,weekend
2017-09-30 04:00:00,0.701,5,weekend
2017-09-30 05:00:00,0.386,5,weekend
2017-09-30 06:00:00,0.451,5,weekend
2017-09-30 07:00:00,0.429,5,weekend
2017-09-30 08:00:00,0.499,5,weekend
2017-09-30 09:00:00,0.498,5,weekend
2017-09-30 10:00:00,0.45299999999999996,5,weekend
2017-09-30 11:00:00,0.263,5,weekend
2017-09-30 12:00:00,0.457,5,weekend
2017-09-30 13:00:00,0.35,5,weekend
2017-09-30 14:00:00,2.0669999999999997,5,weekend
2017-09-30 15:00:00,1.974,5,weekend
2017-09-30 16:00:00,2.4859999999999998,5,weekend
2017-09-30 17:00:00,2.773,5,weekend
2017-09-30 18:00:00,1.959,5,weekend
2017-09-30 19:00:00,1.2790000000000001,5,weekend
2017-09-30 20:00:00,1.975,5,weekend
2017-09-30 21:00:00,2.398,5,weekend
2017-09-30 22:00:00,2.0140000000000002,5,weekend
2017-09-30 23:00:00,0.89,5,weekend
2017-01-10 00:00:00,1.463,1,weekday
2017-01-10 01:00:00,0.633,1,weekday
2017-01-10 02:00:00,0.623,1,weekday
2017-01-10 03:00:00,0.499,1,weekday
2017-01-10 04:00:00,0.737,1,weekday
2017-01-10 05:00:00,0.36200000000000004,1,weekday
2017-01-10 06:00:00,0.342,1,weekday
2017-01-10 07:00:00,0.525,1,weekday
2017-01-10 08:00:00,0.307,1,weekday
2017-01-10 09:00:00,0.995,1,weekday
2017-01-10 10:00:00,0.713,1,weekday
2017-01-10 11:00:00,0.28600000000000003,1,weekday
2017-01-10 12:00:00,0.26,1,weekday
2017-01-10 13:00:00,0.34299999999999997,1,weekday
2017-01-10 14:00:00,0.225,1,weekday
2017-01-10 15:00:00,2.148,1,weekday
2017-01-10 16:00:00,2.951,1,weekday
2017-01-10 17:00:00,2.51,1,weekday
2017-01-10 18:00:00,1.9780000000000002,1,weekday
2017-01-10 19:00:00,1.77,1,weekday
2017-01-10 20:00:00,3.1660000000000004,1,weekday
2017-01-10 21:00:00,3.1010000000000004,1,weekday
2017-01-10 22:00:00,2.424,1,weekday
2017-01-10 23:00:00,2.037,1,weekday
2017-02-10 00:00:00,1.605,4,weekday
2017-02-10 01:00:00,1.4780000000000002,4,weekday
2017-02-10 02:00:00,1.031,4,weekday
2017-02-10 03:00:00,1.032,4,weekday
2017-02-10 04:00:00,0.9590000000000001,4,weekday
2017-02-10 05:00:00,0.46799999999999997,4,weekday
2017-02-10 06:00:00,0.504,4,weekday
2017-02-10 07:00:00,0.262,4,weekday
2017-02-10 08:00:00,0.245,4,weekday
2017-02-10 09:00:00,0.311,4,weekday
2017-02-10 10:00:00,0.215,4,weekday
2017-02-10 11:00:00,0.299,4,weekday
2017-02-10 12:00:00,0.282,4,weekday
2017-02-10 13:00:00,0.33899999999999997,4,weekday
2017-02-10 14:00:00,0.428,4,weekday
2017-02-10 15:00:00,0.373,4,weekday
2017-02-10 16:00:00,0.27,4,weekday
2017-02-10 17:00:00,1.21,4,weekday
2017-02-10 18:00:00,2.678,4,weekday
2017-02-10 19:00:00,1.7169999999999999,4,weekday
2017-02-10 20:00:00,2.6630000000000003,4,weekday
2017-02-10 21:00:00,2.358,4,weekday
2017-02-10 22:00:00,1.431,4,weekday
2017-02-10 23:00:00,1.3259999999999998,4,weekday
2017-03-10 00:00:00,0.846,4,weekday
2017-03-10 01:00:00,1.281,4,weekday
2017-03-10 02:00:00,0.98,4,weekday
2017-03-10 03:00:00,0.6609999999999999,4,weekday
2017-03-10 04:00:00,0.644,4,weekday
2017-03-10 05:00:00,0.639,4,weekday
2017-03-10 06:00:00,0.74,4,weekday
2017-03-10 07:00:00,0.235,4,weekday
2017-03-10 08:00:00,0.262,4,weekday
2017-03-10 09:00:00,0.297,4,weekday
2017-03-10 10:00:00,0.226,4,weekday
2017-03-10 11:00:00,0.431,4,weekday
2017-03-10 12:00:00,0.304,4,weekday
2017-03-10 13:00:00,0.243,4,weekday
2017-03-10 14:00:00,0.32799999999999996,4,weekday
2017-03-10 15:00:00,0.33899999999999997,4,weekday
2017-03-10 16:00:00,0.525,4,weekday
2017-03-10 17:00:00,1.151,4,weekday
2017-03-10 18:00:00,2.272,4,weekday
2017-03-10 19:00:00,2.106,4,weekday
2017-03-10 20:00:00,2.338,4,weekday
2017-03-10 21:00:00,2.5580000000000003,4,weekday
2017-03-10 22:00:00,1.835,4,weekday
2017-03-10 23:00:00,1.6440000000000001,4,weekday
2017-04-10 00:00:00,1.38,0,weekday
2017-04-10 01:00:00,0.879,0,weekday
2017-04-10 02:00:00,1.082,0,weekday
2017-04-10 03:00:00,0.6729999999999999,0,weekday
2017-04-10 04:00:00,0.6829999999999999,0,weekday
2017-04-10 05:00:00,0.5760000000000001,0,weekday
2017-04-10 06:00:00,0.5479999999999999,0,weekday
2017-04-10 07:00:00,0.414,0,weekday
2017-04-10 08:00:00,0.5429999999999999,0,weekday
2017-04-10 09:00:00,0.45,0,weekday
2017-04-10 10:00:00,0.6659999999999999,0,weekday
2017-04-10 11:00:00,0.6829999999999999,0,weekday
2017-04-10 12:00:00,0.557,0,weekday
2017-04-10 13:00:00,0.377,0,weekday
2017-04-10 14:00:00,1.104,0,weekday
2017-04-10 15:00:00,3.123,0,weekday
2017-04-10 16:00:00,2.387,0,weekday
2017-04-10 17:00:00,2.846,0,weekday
2017-04-10 18:00:00,2.135,0,weekday
2017-04-10 19:00:00,1.49,0,weekday
2017-04-10 20:00:00,2.436,0,weekday
2017-04-10 21:00:00,2.299,0,weekday
2017-04-10 22:00:00,1.285,0,weekday
2017-04-10 23:00:00,1.224,0,weekday
2017-05-10 00:00:00,0.878,2,weekday
2017-05-10 01:00:00,1.022,2,weekday
2017-05-10 02:00:00,0.8140000000000001,2,weekday
2017-05-10 03:00:00,1.095,2,weekday
2017-05-10 04:00:00,0.29,2,weekday
2017-05-10 05:00:00,0.466,2,weekday
2017-05-10 06:00:00,0.635,2,weekday
2017-05-10 07:00:00,0.355,2,weekday
2017-05-10 08:00:00,0.377,2,weekday
2017-05-10 09:00:00,0.303,2,weekday
2017-05-10 10:00:00,0.32799999999999996,2,weekday
2017-05-10 11:00:00,0.41600000000000004,2,weekday
2017-05-10 12:00:00,0.348,2,weekday
2017-05-10 13:00:00,0.43799999999999994,2,weekday
2017-05-10 14:00:00,0.71,2,weekday
2017-05-10 15:00:00,0.6890000000000001,2,weekday
2017-05-10 16:00:00,1.158,2,weekday
2017-05-10 17:00:00,1.9069999999999998,2,weekday
2017-05-10 18:00:00,3.696,2,weekday
2017-05-10 19:00:00,2.885,2,weekday
2017-05-10 20:00:00,2.909,2,weekday
2017-05-10 21:00:00,2.291,2,weekday
2017-05-10 22:00:00,1.499,2,weekday
2017-05-10 23:00:00,1.3619999999999999,2,weekday
2017-06-10 00:00:00,0.872,5,weekend
2017-06-10 01:00:00,0.779,5,weekend
2017-06-10 02:00:00,0.912,5,weekend
2017-06-10 03:00:00,0.331,5,weekend
2017-06-10 04:00:00,0.6759999999999999,5,weekend
2017-06-10 05:00:00,0.44799999999999995,5,weekend
2017-06-10 06:00:00,0.7909999999999999,5,weekend
2017-06-10 07:00:00,0.32799999999999996,5,weekend
2017-06-10 08:00:00,0.381,5,weekend
2017-06-10 09:00:00,0.21100000000000002,5,weekend
2017-06-10 10:00:00,0.312,5,weekend
2017-06-10 11:00:00,0.32299999999999995,5,weekend
2017-06-10 12:00:00,0.311,5,weekend
2017-06-10 13:00:00,1.0,5,weekend
2017-06-10 14:00:00,1.6440000000000001,5,weekend
2017-06-10 15:00:00,1.653,5,weekend
2017-06-10 16:00:00,1.625,5,weekend
2017-06-10 17:00:00,2.0269999999999997,5,weekend
2017-06-10 18:00:00,1.663,5,weekend
2017-06-10 19:00:00,1.402,5,weekend
2017-06-10 20:00:00,1.689,5,weekend
2017-06-10 21:00:00,1.536,5,weekend
2017-06-10 22:00:00,1.056,5,weekend
2017-06-10 23:00:00,0.785,5,weekend
2017-07-10 00:00:00,0.65,0,weekday
2017-07-10 01:00:00,0.642,0,weekday
2017-07-10 02:00:00,0.722,0,weekday
2017-07-10 03:00:00,0.317,0,weekday
2017-07-10 04:00:00,0.5479999999999999,0,weekday
2017-07-10 05:00:00,0.363,0,weekday
2017-07-10 06:00:00,0.35700000000000004,0,weekday
2017-07-10 07:00:00,0.33,0,weekday
2017-07-10 08:00:00,0.253,0,weekday
2017-07-10 09:00:00,0.426,0,weekday
2017-07-10 10:00:00,0.316,0,weekday
2017-07-10 11:00:00,0.34,0,weekday
2017-07-10 12:00:00,0.586,0,weekday
2017-07-10 13:00:00,0.46799999999999997,0,weekday
2017-07-10 14:00:00,0.408,0,weekday
2017-07-10 15:00:00,0.52,0,weekday
2017-07-10 16:00:00,3.272,0,weekday
2017-07-10 17:00:00,2.762,0,weekday
2017-07-10 18:00:00,2.244,0,weekday
2017-07-10 19:00:00,1.6059999999999999,0,weekday
2017-07-10 20:00:00,2.24,0,weekday
2017-07-10 21:00:00,2.676,0,weekday
2017-07-10 22:00:00,1.288,0,weekday
2017-07-10 23:00:00,1.176,0,weekday
2017-08-10 00:00:00,1.099,3,weekday
2017-08-10 01:00:00,0.5820000000000001,3,weekday
2017-08-10 02:00:00,0.871,3,weekday
2017-08-10 03:00:00,0.7759999999999999,3,weekday
2017-08-10 04:00:00,0.523,3,weekday
2017-08-10 05:00:00,0.395,3,weekday
2017-08-10 06:00:00,0.295,3,weekday
2017-08-10 07:00:00,0.302,3,weekday
2017-08-10 08:00:00,0.9790000000000001,3,weekday
2017-08-10 09:00:00,0.889,3,weekday
2017-08-10 10:00:00,1.2690000000000001,3,weekday
2017-08-10 11:00:00,1.8869999999999998,3,weekday
2017-08-10 12:00:00,5.607,3,weekday
2017-08-10 13:00:00,4.0169999999999995,3,weekday
2017-08-10 14:00:00,3.966,3,weekday
2017-08-10 15:00:00,3.937,3,weekday
2017-08-10 16:00:00,4.752,3,weekday
2017-08-10 17:00:00,4.756,3,weekday
2017-08-10 18:00:00,0.9109999999999999,3,weekday
2017-08-10 19:00:00,0.648,3,weekday
2017-08-10 20:00:00,1.597,3,weekday
2017-08-10 21:00:00,2.061,3,weekday
2017-08-10 22:00:00,1.0290000000000001,3,weekday
2017-08-10 23:00:00,1.031,3,weekday
2017-09-10 00:00:00,0.621,6,weekend
2017-09-10 01:00:00,0.8859999999999999,6,weekend
2017-09-10 02:00:00,0.725,6,weekend
2017-09-10 03:00:00,0.5489999999999999,6,weekend
2017-09-10 04:00:00,0.799,6,weekend
2017-09-10 05:00:00,0.825,6,weekend
2017-09-10 06:00:00,0.43,6,weekend
2017-09-10 07:00:00,0.282,6,weekend
2017-09-10 08:00:00,0.282,6,weekend
2017-09-10 09:00:00,0.321,6,weekend
2017-09-10 10:00:00,0.452,6,weekend
2017-09-10 11:00:00,0.278,6,weekend
2017-09-10 12:00:00,0.379,6,weekend
2017-09-10 13:00:00,0.33799999999999997,6,weekend
2017-09-10 14:00:00,0.27699999999999997,6,weekend
2017-09-10 15:00:00,0.377,6,weekend
2017-09-10 16:00:00,0.478,6,weekend
2017-09-10 17:00:00,2.531,6,weekend
2017-09-10 18:00:00,4.013999999999999,6,weekend
2017-09-10 19:00:00,3.4530000000000003,6,weekend
2017-09-10 20:00:00,3.45,6,weekend
2017-09-10 21:00:00,2.784,6,weekend
2017-09-10 22:00:00,1.8880000000000001,6,weekend
2017-09-10 23:00:00,1.739,6,weekend
2017-10-10 00:00:00,1.0959999999999999,1,weekday
2017-10-10 01:00:00,1.228,1,weekday
2017-10-10 02:00:00,1.031,1,weekday
2017-10-10 03:00:00,0.838,1,weekday
2017-10-10 04:00:00,0.807,1,weekday
2017-10-10 05:00:00,1.0170000000000001,1,weekday
2017-10-10 06:00:00,0.377,1,weekday
2017-10-10 07:00:00,0.34299999999999997,1,weekday
2017-10-10 08:00:00,0.22899999999999998,1,weekday
2017-10-10 09:00:00,0.228,1,weekday
2017-10-10 10:00:00,0.287,1,weekday
2017-10-10 11:00:00,0.22399999999999998,1,weekday
2017-10-10 12:00:00,0.305,1,weekday
2017-10-10 13:00:00,0.244,1,weekday
2017-10-10 14:00:00,0.251,1,weekday
2017-10-10 15:00:00,0.382,1,weekday
2017-10-10 16:00:00,0.309,1,weekday
2017-10-10 17:00:00,0.342,1,weekday
2017-10-10 18:00:00,0.872,1,weekday
2017-10-10 19:00:00,0.875,1,weekday
2017-10-10 20:00:00,1.192,1,weekday
2017-10-10 21:00:00,0.643,1,weekday
2017-10-10 22:00:00,1.922,1,weekday
2017-10-10 23:00:00,1.425,1,weekday
2017-11-10 00:00:00,1.167,4,weekday
2017-11-10 01:00:00,0.66,4,weekday
2017-11-10 02:00:00,0.953,4,weekday
2017-11-10 03:00:00,0.336,4,weekday
2017-11-10 04:00:00,0.597,4,weekday
2017-11-10 05:00:00,0.36700000000000005,4,weekday
2017-11-10 06:00:00,0.5660000000000001,4,weekday
2017-11-10 07:00:00,0.331,4,weekday
2017-11-10 08:00:00,0.191,4,weekday
2017-11-10 09:00:00,0.272,4,weekday
2017-11-10 10:00:00,0.28,4,weekday
2017-11-10 11:00:00,0.19699999999999998,4,weekday
2017-11-10 12:00:00,0.307,4,weekday
2017-11-10 13:00:00,0.243,4,weekday
2017-11-10 14:00:00,0.309,4,weekday
2017-11-10 15:00:00,0.281,4,weekday
2017-11-10 16:00:00,0.35,4,weekday
2017-11-10 17:00:00,0.358,4,weekday
2017-11-10 18:00:00,0.688,4,weekday
2017-11-10 19:00:00,1.475,4,weekday
2017-11-10 20:00:00,1.6780000000000002,4,weekday
2017-11-10 21:00:00,2.053,4,weekday
2017-11-10 22:00:00,1.82,4,weekday
2017-11-10 23:00:00,1.386,4,weekday
2017-12-10 00:00:00,0.884,6,weekend
2017-12-10 01:00:00,0.977,6,weekend
2017-12-10 02:00:00,0.9390000000000001,6,weekend
2017-12-10 03:00:00,0.619,6,weekend
2017-12-10 04:00:00,0.6,6,weekend
2017-12-10 05:00:00,0.4,6,weekend
2017-12-10 06:00:00,0.682,6,weekend
2017-12-10 07:00:00,0.209,6,weekend
2017-12-10 08:00:00,0.278,6,weekend
2017-12-10 09:00:00,0.237,6,weekend
2017-12-10 10:00:00,0.24600000000000002,6,weekend
