date,area,average_price,code,houses_sold,no_of_crimes,borough_flag
2002-01-01,greenwich,134327,E09000011,282,2308.0,1
2002-02-01,greenwich,135252,E09000011,303,2244.0,1
2002-03-01,greenwich,139366,E09000011,477,2416.0,1
2002-04-01,greenwich,144155,E09000011,427,2579.0,1
2002-05-01,greenwich,148484,E09000011,575,2853.0,1
2002-06-01,greenwich,145616,E09000011,463,2584.0,1
2002-07-01,greenwich,147355,E09000011,470,2636.0,1
2002-08-01,greenwich,149380,E09000011,504,2500.0,1
2002-09-01,greenwich,154112,E09000011,478,2453.0,1
2002-10-01,greenwich,155861,E09000011,461,2500.0,1
2002-11-01,greenwich,156495,E09000011,451,2531.0,1
2002-12-01,greenwich,158655,E09000011,504,2237.0,1
2003-01-01,greenwich,161222,E09000011,357,2520.0,1
2003-02-01,greenwich,165825,E09000011,298,2228.0,1
2003-03-01,greenwich,168575,E09000011,325,2667.0,1
2003-04-01,greenwich,169465,E09000011,355,2642.0,1
2003-05-01,greenwich,170428,E09000011,398,2642.0,1
2003-06-01,greenwich,172951,E09000011,470,2448.0,1
2003-07-01,greenwich,174037,E09000011,377,2464.0,1
2003-08-01,greenwich,173374,E09000011,477,2308.0,1
2003-09-01,greenwich,171949,E09000011,491,2472.0,1
2003-10-01,greenwich,173905,E09000011,419,2525.0,1
2003-11-01,greenwich,174891,E09000011,471,2442.0,1
2003-12-01,greenwich,175889,E09000011,504,2248.0,1
2004-01-01,greenwich,177101,E09000011,336,2431.0,1
2004-02-01,greenwich,179158,E09000011,390,2442.0,1
2004-03-01,greenwich,181747,E09000011,517,2604.0,1
2004-04-01,greenwich,184719,E09000011,457,2407.0,1
2004-05-01,greenwich,187003,E09000011,536,2531.0,1
2004-06-01,greenwich,187009,E09000011,600,2574.0,1
2004-07-01,greenwich,188353,E09000011,568,2571.0,1
2004-08-01,greenwich,190624,E09000011,532,2524.0,1
2004-09-01,greenwich,191213,E09000011,523,2438.0,1
2004-10-01,greenwich,192177,E09000011,411,2574.0,1
2004-11-01,greenwich,192071,E09000011,373,2448.0,1
2004-12-01,greenwich,191549,E09000011,396,2121.0,1
2005-01-01,greenwich,189219,E09000011,261,2304.0,1
2005-02-01,greenwich,189204,E09000011,281,2048.0,1
2005-03-01,greenwich,192632,E09000011,359,2416.0,1
2005-04-01,greenwich,193388,E09000011,376,2475.0,1
2005-05-01,greenwich,193666,E09000011,390,2602.0,1
2005-06-01,greenwich,194593,E09000011,479,2349.0,1
2005-07-01,greenwich,198118,E09000011,406,2512.0,1
2005-08-01,greenwich,199233,E09000011,398,2507.0,1
2005-09-01,greenwich,200148,E09000011,453,2568.0,1
2005-10-01,greenwich,200622,E09000011,473,2676.0,1
2005-11-01,greenwich,202391,E09000011,388,2519.0,1
2005-12-01,greenwich,202913,E09000011,434,2172.0,1
2006-01-01,greenwich,202180,E09000011,341,2379.0,1
2006-02-01,greenwich,201112,E09000011,290,2118.0,1
2006-03-01,greenwich,200844,E09000011,474,2486.0,1
2006-04-01,greenwich,199346,E09000011,316,2487.0,1
2006-05-01,greenwich,201997,E09000011,400,2431.0,1
2006-06-01,greenwich,206043,E09000011,476,2368.0,1
2006-07-01,greenwich,210341,E09000011,440,2437.0,1
2006-08-01,greenwich,211949,E09000011,578,2256.0,1
2006-09-01,greenwich,212312,E09000011,516,2191.0,1
2006-10-01,greenwich,212934,E09000011,466,2534.0,1
2006-11-01,greenwich,212536,E09000011,447,2380.0,1
2006-12-01,greenwich,214414,E09000011,513,2059.0,1
2007-01-01,greenwich,217207,E09000011,373,2479.0,1
2007-02-01,greenwich,220127,E09000011,401,2129.0,1
2007-03-01,greenwich,219652,E09000011,486,2305.0,1
2007-04-01,greenwich,222934,E09000011,370,2376.0,1
2007-05-01,greenwich,225765,E09000011,419,2536.0,1
2007-06-01,greenwich,227730,E09000011,442,2602.0,1
2007-07-01,greenwich,229651,E09000011,483,2518.0,1
2007-08-01,greenwich,232465,E09000011,510,2379.0,1
2007-09-01,greenwich,236410,E09000011,513,2404.0,1
2007-10-01,greenwich,238107,E09000011,435,2591.0,1
2007-11-01,greenwich,238093,E09000011,425,2369.0,1
2007-12-01,greenwich,238202,E09000011,324,2231.0,1
2008-01-01,greenwich,238450,E09000011,251,2564.0,1
2008-02-01,greenwich,239629,E09000011,262,2296.0,1
2008-03-01,greenwich,239432,E09000011,255,2459.0,1
2008-04-01,greenwich,241051,E09000011,205,2327.0,1
2008-05-01,greenwich,239680,E09000011,234,2515.0,1
2008-06-01,greenwich,240905,E09000011,233,2297.0,1
2008-07-01,greenwich,233729,E09000011,265,2565.0,1
2008-08-01,greenwich,229121,E09000011,166,2224.0,1
2008-09-01,greenwich,223029,E09000011,140,2165.0,1
2008-10-01,greenwich,218606,E09000011,151,2246.0,1
2008-11-01,greenwich,215387,E09000011,113,2226.0,1
2008-12-01,greenwich,214614,E09000011,112,2256.0,1
2009-01-01,greenwich,215205,E09000011,90,2326.0,1
2009-02-01,greenwich,213422,E09000011,72,2137.0,1
2009-03-01,greenwich,207864,E09000011,122,2308.0,1
2009-04-01,greenwich,205269,E09000011,88,2243.0,1
2009-05-01,greenwich,200544,E09000011,125,2327.0,1
2009-06-01,greenwich,200256,E09000011,161,2305.0,1
2009-07-01,greenwich,201148,E09000011,216,2175.0,1
2009-08-01,greenwich,207186,E09000011,219,2002.0,1
2009-09-01,greenwich,214017,E09000011,201,1984.0,1
2009-10-01,greenwich,218572,E09000011,222,1958.0,1
2009-11-01,greenwich,219851,E09000011,184,2043.0,1
2009-12-01,greenwich,220537,E09000011,237,1800.0,1
2010-01-01,greenwich,221333,E09000011,137,1926.0,1
2010-02-01,greenwich,221962,E09000011,169,1903.0,1
2010-03-01,greenwich,224266,E09000011,170,2253.0,1
2010-04-01,greenwich,222902,E09000011,165,2155.0,1
2010-05-01,greenwich,225583,E09000011,156,2098.0,1
2010-06-01,greenwich,225440,E09000011,196,2224.0,1
2010-07-01,greenwich,233860,E09000011,259,2095.0,1
2010-08-01,greenwich,238091,E09000011,181,2054.0,1
2010-09-01,greenwich,239809,E09000011,201,2096.0,1
2010-10-01,greenwich,234856,E09000011,227,2004.0,1
2010-11-01,greenwich,230941,E09000011,176,2018.0,1
2010-12-01,greenwich,229791,E09000011,196,1690.0,1
2011-01-01,greenwich,230261,E09000011,142,1882.0,1
2011-02-01,greenwich,229168,E09000011,156,1772.0,1
2011-03-01,greenwich,226218,E09000011,195,2058.0,1
2011-04-01,greenwich,227707,E09000011,179,1861.0,1
2011-05-01,greenwich,232675,E09000011,200,2046.0,1
2011-06-01,greenwich,233462,E09000011,231,2063.0,1
2011-07-01,greenwich,230915,E09000011,306,1970.0,1
2011-08-01,greenwich,229331,E09000011,264,1982.0,1
2011-09-01,greenwich,232159,E09000011,241,1686.0,1
2011-10-01,greenwich,229647,E09000011,214,1738.0,1
2011-11-01,greenwich,226494,E09000011,217,1887.0,1
2011-12-01,greenwich,223508,E09000011,215,1900.0,1
2012-01-01,greenwich,228109,E09000011,180,1830.0,1
2012-02-01,greenwich,230169,E09000011,210,1618.0,1
2012-03-01,greenwich,232273,E09000011,317,1853.0,1
2012-04-01,greenwich,233684,E09000011,174,1675.0,1
2012-05-01,greenwich,235996,E09000011,224,1939.0,1
2012-06-01,greenwich,238693,E09000011,273,1971.0,1
2012-07-01,greenwich,241183,E09000011,226,1872.0,1
2012-08-01,greenwich,241372,E09000011,256,1887.0,1
2012-09-01,greenwich,240644,E09000011,190,1583.0,1
2012-10-01,greenwich,240144,E09000011,225,1755.0,1
2012-11-01,greenwich,239733,E09000011,249,1803.0,1
2012-12-01,greenwich,241770,E09000011,240,1693.0,1
2013-01-01,greenwich,243318,E09000011,187,1798.0,1
2013-02-01,greenwich,244673,E09000011,182,1595.0,1
2013-03-01,greenwich,246865,E09000011,271,1541.0,1
2013-04-01,greenwich,246977,E09000011,187,1627.0,1
2013-05-01,greenwich,249863,E09000011,263,1559.0,1
2013-06-01,greenwich,248787,E09000011,271,1632.0,1
2013-07-01,greenwich,251706,E09000011,315,1733.0,1
2013-08-01,greenwich,254633,E09000011,353,1574.0,1
2013-09-01,greenwich,258940,E09000011,349,1638.0,1
2013-10-01,greenwich,260391,E09000011,395,1805.0,1
2013-11-01,greenwich,263672,E09000011,393,1727.0,1
2013-12-01,greenwich,270966,E09000011,368,1513.0,1
2014-01-01,greenwich,276452,E09000011,341,1627.0,1
2014-02-01,greenwich,278805,E09000011,299,1531.0,1
2014-03-01,greenwich,276157,E09000011,272,1665.0,1
2014-04-01,greenwich,283714,E09000011,340,1647.0,1
2014-05-01,greenwich,290617,E09000011,567,1693.0,1
2014-06-01,greenwich,305405,E09000011,435,1867.0,1
2014-07-01,greenwich,304856,E09000011,497,1991.0,1
2014-08-01,greenwich,313802,E09000011,428,1603.0,1
2014-09-01,greenwich,311769,E09000011,405,1840.0,1
2014-10-01,greenwich,313948,E09000011,373,1788.0,1
2014-11-01,greenwich,311783,E09000011,320,1732.0,1
2014-12-01,greenwich,312911,E09000011,348,1640.0,1
2015-01-01,greenwich,317461,E09000011,351,1819.0,1
2015-02-01,greenwich,317091,E09000011,367,1586.0,1
2015-03-01,greenwich,315069,E09000011,290,1821.0,1
2015-04-01,greenwich,313539,E09000011,242,1740.0,1
2015-05-01,greenwich,319770,E09000011,286,1848.0,1
2015-06-01,greenwich,328022,E09000011,324,1789.0,1
2015-07-01,greenwich,338279,E09000011,411,1890.0,1
2015-08-01,greenwich,341028,E09000011,325,1795.0,1
2015-09-01,greenwich,341716,E09000011,427,1745.0,1
2015-10-01,greenwich,343040,E09000011,379,1839.0,1
2015-11-01,greenwich,346944,E09000011,443,1919.0,1
2015-12-01,greenwich,360228,E09000011,456,1823.0,1
2016-01-01,greenwich,365319,E09000011,263,1916.0,1
2016-02-01,greenwich,365734,E09000011,334,1747.0,1
2016-03-01,greenwich,360461,E09000011,579,1903.0,1
2016-04-01,greenwich,366843,E09000011,207,1870.0,1
2016-05-01,greenwich,376366,E09000011,198,1934.0,1
2016-06-01,greenwich,380772,E09000011,306,2071.0,1
2016-07-01,greenwich,379564,E09000011,258,2133.0,1
2016-08-01,greenwich,379424,E09000011,392,1992.0,1
2016-09-01,greenwich,378395,E09000011,317,2015.0,1
2016-10-01,greenwich,374524,E09000011,346,2052.0,1
2016-11-01,greenwich,371158,E09000011,281,1952.0,1
2016-12-01,greenwich,374293,E09000011,321,1946.0,1
2017-01-01,greenwich,376668,E09000011,259,2110.0,1
2017-02-01,greenwich,380159,E09000011,219,1932.0,1
2017-03-01,greenwich,378680,E09000011,282,2246.0,1
2017-04-01,greenwich,383770,E09000011,234,2049.0,1
2017-05-01,greenwich,384705,E09000011,258,2209.0,1
2017-06-01,greenwich,395263,E09000011,407,2121.0,1
2017-07-01,greenwich,404447,E09000011,307,2277.0,1
2017-08-01,greenwich,407505,E09000011,269,2106.0,1
2017-09-01,greenwich,408407,E09000011,350,2117.0,1
2017-10-01,greenwich,399907,E09000011,384,2326.0,1
2017-11-01,greenwich,395636,E09000011,309,2044.0,1
2017-12-01,greenwich,385851,E09000011,258,1988.0,1
2018-01-01,greenwich,386739,E09000011,207,2054.0,1
2018-02-01,greenwich,387993,E09000011,234,1771.0,1
2018-03-01,greenwich,387587,E09000011,265,1950.0,1
2018-04-01,greenwich,383039,E09000011,292,2092.0,1
2018-05-01,greenwich,386676,E09000011,318,2254.0,1
2018-06-01,greenwich,388829,E09000011,312,2216.0,1
2018-07-01,greenwich,389348,E09000011,398,2277.0,1
2018-08-01,greenwich,387225,E09000011,343,2086.0,1
2018-09-01,greenwich,392511,E09000011,282,2238.0,1
2018-10-01,greenwich,395920,E09000011,341,2280.0,1
2018-11-01,greenwich,388355,E09000011,309,2237.0,1
2018-12-01,greenwich,385911,E09000011,191,2258.0,1
2019-01-01,greenwich,385703,E09000011,273,2238.0,1
2019-02-01,greenwich,391956,E09000011,246,2050.0,1
2019-03-01,greenwich,386027,E09000011,269,2401.0,1
2019-04-01,greenwich,382294,E09000011,232,2348.0,1
2019-05-01,greenwich,381143,E09000011,246,2429.0,1
2019-06-01,greenwich,388062,E09000011,207,2489.0,1
2019-07-01,greenwich,396728,E09000011,212,2568.0,1
2019-08-01,greenwich,396339,E09000011,308,2578.0,1
2019-09-01,greenwich,398331,E09000011,279,2579.0,1
2019-10-01,greenwich,394952,E09000011,243,2482.0,1
2019-11-01,greenwich,397157,E09000011,217,2496.0,1
2019-12-01,greenwich,398530,E09000011,,2201.0,1
2020-01-01,greenwich,392699,E09000011,,2373.0,1
1995-01-01,hackney,61297,E09000012,131,,1
1995-02-01,hackney,63187,E09000012,115,,1
1995-03-01,hackney,63593,E09000012,159,,1
1995-04-01,hackney,65140,E09000012,141,,1
1995-05-01,hackney,66194,E09000012,138,,1
1995-06-01,hackney,66921,E09000012,175,,1
1995-07-01,hackney,68391,E09000012,152,,1
1995-08-01,hackney,68097,E09000012,131,,1
1995-09-01,hackney,68753,E09000012,125,,1
1995-10-01,hackney,67620,E09000012,133,,1
1995-11-01,hackney,67238,E09000012,154,,1
1995-12-01,hackney,65865,E09000012,155,,1
1996-01-01,hackney,66327,E09000012,131,,1
1996-02-01,hackney,66988,E09000012,132,,1
1996-03-01,hackney,67707,E09000012,152,,1
1996-04-01,hackney,67062,E09000012,126,,1
1996-05-01,hackney,66986,E09000012,122,,1
1996-06-01,hackney,69124,E09000012,155,,1
1996-07-01,hackney,70785,E09000012,208,,1
1996-08-01,hackney,71789,E09000012,183,,1
1996-09-01,hackney,71817,E09000012,215,,1
1996-10-01,hackney,71158,E09000012,193,,1
1996-11-01,hackney,71090,E09000012,209,,1
1996-12-01,hackney,70138,E09000012,220,,1
1997-01-01,hackney,69886,E09000012,176,,1
1997-02-01,hackney,70506,E09000012,183,,1
1997-03-01,hackney,72210,E09000012,195,,1
1997-04-01,hackney,76011,E09000012,191,,1
1997-05-01,hackney,79503,E09000012,205,,1
1997-06-01,hackney,80359,E09000012,240,,1
1997-07-01,hackney,80580,E09000012,301,,1
1997-08-01,hackney,80279,E09000012,285,,1
1997-09-01,hackney,82295,E09000012,216,,1
1997-10-01,hackney,82126,E09000012,253,,1
1997-11-01,hackney,83135,E09000012,237,,1
1997-12-01,hackney,81231,E09000012,293,,1
1998-01-01,hackney,83516,E09000012,166,,1
1998-02-01,hackney,82417,E09000012,172,,1
1998-03-01,hackney,84204,E09000012,257,,1
1998-04-01,hackney,83176,E09000012,239,,1
1998-04-01,hackney,83176,E12000008,,,1
1998-04-01,south east,83176,E09000012,,,0
1998-04-01,south east,83176,E12000008,15354,,0
1998-05-01,hackney,86573,E09000012,233,,1
1998-06-01,hackney,87176,E09000012,275,,1
1998-07-01,hackney,91550,E09000012,272,,1
1998-08-01,hackney,89590,E09000012,286,,1
1998-09-01,hackney,92146,E09000012,255,,1
1998-10-01,hackney,88623,E09000012,244,,1
1998-11-01,hackney,91616,E09000012,281,,1
1998-12-01,hackney,93847,E09000012,259,,1
1999-01-01,hackney,99489,E09000012,196,,1
1999-02-01,hackney,98976,E09000012,155,,1
1999-03-01,hackney,98492,E09000012,208,,1
1999-04-01,hackney,98420,E09000012,188,,1
1999-05-01,hackney,100036,E09000012,223,,1
1999-06-01,hackney,102701,E09000012,259,,1
1999-07-01,hackney,104317,E09000012,338,,1
1999-08-01,hackney,108552,E09000012,308,,1
1999-09-01,hackney,110407,E09000012,274,,1
1999-10-01,hackney,112403,E09000012,278,,1
1999-11-01,hackney,114772,E09000012,266,,1
1999-12-01,hackney,117831,E09000012,372,,1
2000-01-01,hackney,121135,E09000012,215,,1
2000-02-01,hackney,122281,E09000012,235,,1
2000-03-01,hackney,121356,E09000012,280,,1
2000-04-01,hackney,123168,E09000012,230,,1
2000-05-01,hackney,127912,E09000012,236,,1
2000-06-01,hackney,135189,E09000012,264,,1
2000-07-01,hackney,138909,E09000012,229,,1
2000-08-01,hackney,142309,E09000012,222,,1
2000-09-01,hackney,142620,E09000012,175,,1
2000-10-01,hackney,141116,E09000012,185,,1
2000-11-01,hackney,139017,E09000012,200,,1
2000-12-01,hackney,137718,E09000012,243,,1
2001-01-01,hackney,139102,E09000012,227,3129.0,1
2001-02-01,hackney,141566,E09000012,180,2969.0,1
2001-03-01,hackney,147261,E09000012,287,3194.0,1
2001-04-01,hackney,150332,E09000012,262,2978.0,1
2001-05-01,hackney,153291,E09000012,284,3057.0,1
2001-06-01,hackney,154879,E09000012,315,3038.0,1
2001-07-01,hackney,155749,E09000012,292,3189.0,1
2001-08-01,hackney,157535,E09000012,322,3074.0,1
2001-09-01,hackney,157329,E09000012,278,3073.0,1
2001-10-01,hackney,160267,E09000012,298,3463.0,1
2001-11-01,hackney,160707,E09000012,292,3379.0,1
2001-12-01,hackney,162859,E09000012,252,2862.0,1
2002-01-01,hackney,165007,E09000012,185,3084.0,1
2002-02-01,hackney,164673,E09000012,230,2935.0,1
2002-03-01,hackney,167387,E09000012,305,2960.0,1
2002-04-01,hackney,165131,E09000012,284,3299.0,1
2002-05-01,hackney,170709,E09000012,388,3318.0,1
2002-06-01,hackney,174935,E09000012,294,3054.0,1
2002-07-01,hackney,185328,E09000012,351,3247.0,1
2002-08-01,hackney,189485,E09000012,388,3168.0,1
2002-09-01,hackney,194081,E09000012,337,2940.0,1
2002-10-01,hackney,194401,E09000012,346,2966.0,1
2002-11-01,hackney,196797,E09000012,296,3093.0,1
2002-12-01,hackney,195298,E09000012,252,2714.0,1
2003-01-01,hackney,197439,E09000012,232,3055.0,1
2003-02-01,hackney,200331,E09000012,194,2876.0,1
2003-03-01,hackney,200122,E09000012,172,3132.0,1
2003-04-01,hackney,197529,E09000012,178,2907.0,1
2003-05-01,hackney,199538,E09000012,197,3061.0,1
2003-06-01,hackney,200679,E09000012,251,2866.0,1
2003-07-01,hackney,206534,E09000012,240,3286.0,1
2003-08-01,hackney,202239,E09000012,263,3050.0,1
2003-09-01,hackney,202412,E09000012,230,3245.0,1
2003-10-01,hackney,200271,E09000012,267,3466.0,1
2003-11-01,hackney,202978,E09000012,266,2911.0,1
2003-12-01,hackney,202785,E09000012,274,2958.0,1
2004-01-01,hackney,207985,E09000012,269,3143.0,1
2004-02-01,hackney,206814,E09000012,258,2952.0,1
2004-03-01,hackney,215626,E09000012,329,3055.0,1
2004-04-01,hackney,213591,E09000012,324,2835.0,1
2004-05-01,hackney,214565,E09000012,284,2965.0,1
2004-06-01,hackney,210882,E09000012,316,2985.0,1
2004-07-01,hackney,212642,E09000012,337,3092.0,1
2004-08-01,hackney,219016,E09000012,288,2918.0,1
2004-09-01,hackney,222120,E09000012,254,2915.0,1
2004-10-01,hackney,226989,E09000012,254,2950.0,1
2004-11-01,hackney,230666,E09000012,191,3001.0,1
2004-12-01,hackney,231231,E09000012,218,2525.0,1
2005-01-01,hackney,230551,E09000012,143,2700.0,1
2005-02-01,hackney,229170,E09000012,160,2265.0,1
2005-03-01,hackney,228688,E09000012,159,2558.0,1
2005-04-01,hackney,226578,E09000012,181,2638.0,1
2005-05-01,hackney,221698,E09000012,196,2886.0,1
2005-06-01,hackney,219994,E09000012,243,2799.0,1
2005-07-01,hackney,223342,E09000012,266,2865.0,1
2005-08-01,hackney,227955,E09000012,237,3026.0,1
2005-09-01,hackney,234596,E09000012,252,2795.0,1
2005-10-01,hackney,230247,E09000012,241,2710.0,1
2005-11-01,hackney,229982,E09000012,217,2587.0,1
2005-12-01,hackney,232443,E09000012,249,2381.0,1
2006-01-01,hackney,238246,E09000012,249,2564.0,1
2006-02-01,hackney,240260,E09000012,239,2116.0,1
2006-03-01,hackney,239023,E09000012,296,2531.0,1
2006-04-01,hackney,241951,E09000012,212,2534.0,1
2006-05-01,hackney,244604,E09000012,253,2724.0,1
2006-06-01,hackney,252532,E09000012,276,2580.0,1
2006-07-01,hackney,255500,E09000012,320,2579.0,1
2006-08-01,hackney,261801,E09000012,370,2520.0,1
2006-09-01,hackney,264544,E09000012,307,2470.0,1
2006-10-01,hackney,267841,E09000012,281,2620.0,1
2006-11-01,hackney,267583,E09000012,300,2401.0,1
2006-12-01,hackney,265169,E09000012,286,2248.0,1
2007-01-01,hackney,267224,E09000012,241,2608.0,1
2007-02-01,hackney,270970,E09000012,234,2332.0,1
2007-03-01,hackney,276044,E09000012,285,2732.0,1
2007-04-01,hackney,276425,E09000012,266,2536.0,1
2007-05-01,hackney,281457,E09000012,309,2790.0,1
2007-06-01,hackney,282168,E09000012,361,2703.0,1
2007-07-01,hackney,291786,E09000012,315,2860.0,1
2007-08-01,hackney,301585,E09000012,353,2837.0,1
2007-09-01,hackney,313924,E09000012,335,2738.0,1
2007-10-01,hackney,312132,E09000012,308,2858.0,1
2007-11-01,hackney,309920,E09000012,307,2626.0,1
2007-12-01,hackney,301127,E09000012,241,2267.0,1
2008-01-01,hackney,308203,E09000012,178,2435.0,1
2008-02-01,hackney,306799,E09000012,181,2340.0,1
2008-03-01,hackney,313345,E09000012,175,2520.0,1
2008-04-01,hackney,316183,E09000012,162,2496.0,1
2008-05-01,hackney,324344,E09000012,161,2603.0,1
2008-06-01,hackney,332091,E09000012,136,2711.0,1
2008-07-01,hackney,325064,E09000012,144,2655.0,1
2008-08-01,hackney,318928,E09000012,118,2375.0,1
2008-09-01,hackney,303298,E09000012,83,2404.0,1
2008-10-01,hackney,299579,E09000012,108,2409.0,1
2008-11-01,hackney,299303,E09000012,110,2243.0,1
2008-12-01,hackney,294109,E09000012,135,1997.0,1
2009-01-01,hackney,297428,E09000012,82,2244.0,1
2009-02-01,hackney,284411,E09000012,79,2114.0,1
2009-03-01,hackney,292499,E09000012,93,2554.0,1
2009-04-01,hackney,267690,E09000012,152,2304.0,1
2009-05-01,hackney,264340,E09000012,107,2555.0,1
2009-06-01,hackney,251605,E09000012,191,2645.0,1
2009-07-01,hackney,271135,E09000012,160,2483.0,1
2009-08-01,hackney,277376,E09000012,199,2306.0,1
2009-09-01,hackney,290995,E09000012,166,2193.0,1
2009-10-01,hackney,294217,E09000012,186,2334.0,1
2009-11-01,hackney,300431,E09000012,189,2349.0,1
2009-12-01,hackney,294762,E09000012,248,1988.0,1
2010-01-01,hackney,295824,E09000012,149,2246.0,1
2010-02-01,hackney,298453,E09000012,140,2104.0,1
2010-03-01,hackney,297283,E09000012,161,2336.0,1
2010-04-01,hackney,298084,E09000012,184,2354.0,1
2010-05-01,hackney,294431,E09000012,145,2569.0,1
2010-06-01,hackney,305509,E09000012,173,2488.0,1
2010-07-01,hackney,304524,E09000012,208,2640.0,1
2010-08-01,hackney,308014,E09000012,202,2334.0,1
2010-09-01,hackney,307346,E09000012,197,2406.0,1
2010-10-01,hackney,304577,E09000012,198,2378.0,1
2010-11-01,hackney,296793,E09000012,235,2138.0,1
2010-12-01,hackney,295054,E09000012,195,1897.0,1
2011-01-01,hackney,294225,E09000012,137,2328.0,1
2011-02-01,hackney,300558,E09000012,131,2095.0,1
2011-03-01,hackney,294425,E09000012,129,2410.0,1
2011-04-01,hackney,304250,E09000012,124,2350.0,1
2011-05-01,hackney,302539,E09000012,161,2529.0,1
2011-06-01,hackney,304951,E09000012,233,2367.0,1
2011-07-01,hackney,308742,E09000012,181,2492.0,1
2011-08-01,hackney,312387,E09000012,270,2274.0,1
2011-09-01,hackney,323113,E09000012,272,2276.0,1
2011-10-01,hackney,317116,E09000012,178,2285.0,1
2011-11-01,hackney,323484,E09000012,198,2367.0,1
2011-12-01,hackney,318590,E09000012,203,1893.0,1
2012-01-01,hackney,324159,E09000012,128,2322.0,1
2012-02-01,hackney,310733,E09000012,198,2076.0,1
2012-03-01,hackney,309637,E09000012,220,2687.0,1
2012-04-01,hackney,311295,E09000012,153,2353.0,1
2012-05-01,hackney,316721,E09000012,190,2488.0,1
2012-06-01,hackney,321176,E09000012,216,2524.0,1
2012-07-01,hackney,324416,E09000012,218,2423.0,1
2012-08-01,hackney,333002,E09000012,288,2389.0,1
2012-09-01,hackney,337489,E09000012,298,2164.0,1
2012-10-01,hackney,334253,E09000012,233,2569.0,1
2012-11-01,hackney,340411,E09000012,224,2338.0,1
2012-12-01,hackney,342620,E09000012,252,2238.0,1
2013-01-01,hackney,350965,E09000012,157,2114.0,1
2013-02-01,hackney,352971,E09000012,161,2065.0,1
2013-03-01,hackney,355011,E09000012,192,2142.0,1
2013-04-01,hackney,357096,E09000012,217,2163.0,1
2013-05-01,hackney,358152,E09000012,259,2238.0,1
2013-06-01,hackney,362161,E09000012,243,2311.0,1
2013-07-01,hackney,368133,E09000012,272,2422.0,1
2013-08-01,hackney,379508,E09000012,298,2302.0,1
2013-09-01,hackney,394813,E09000012,230,2112.0,1
2013-10-01,hackney,392765,E09000012,208,2266.0,1
2013-11-01,hackney,397692,E09000012,244,2176.0,1
2013-12-01,hackney,402761,E09000012,239,1978.0,1
2014-01-01,hackney,415053,E09000012,169,2004.0,1
2014-02-01,hackney,423298,E09000012,256,1870.0,1
2014-03-01,hackney,433503,E09000012,212,2190.0,1
2014-04-01,hackney,440755,E09000012,246,1988.0,1
2014-05-01,hackney,452304,E09000012,226,2075.0,1
2014-06-01,hackney,460255,E09000012,310,2179.0,1
2014-07-01,hackney,469550,E09000012,280,2142.0,1
2014-08-01,hackney,480141,E09000012,244,2061.0,1
2014-09-01,hackney,481366,E09000012,266,2102.0,1
2014-10-01,hackney,483110,E09000012,282,2262.0,1
2014-11-01,hackney,466708,E09000012,206,2273.0,1
2014-12-01,hackney,470619,E09000012,221,2054.0,1
2015-01-01,hackney,469391,E09000012,194,2117.0,1
2015-02-01,hackney,480168,E09000012,167,2114.0,1
2015-03-01,hackney,477175,E09000012,176,2342.0,1
2015-04-01,hackney,494045,E09000012,243,2216.0,1
2015-05-01,hackney,506157,E09000012,229,2434.0,1
2015-06-01,hackney,515433,E09000012,311,2498.0,1
2015-07-01,hackney,519469,E09000012,369,2463.0,1
2015-08-01,hackney,525032,E09000012,336,2237.0,1
2015-09-01,hackney,523696,E09000012,215,2098.0,1
2015-10-01,hackney,522113,E09000012,235,2362.0,1
2015-11-01,hackney,520052,E09000012,213,2258.0,1
2015-12-01,hackney,528858,E09000012,234,2151.0,1
2016-01-01,hackney,546502,E09000012,157,2172.0,1
2016-02-01,hackney,556675,E09000012,162,2089.0,1
2016-03-01,hackney,566461,E09000012,383,2253.0,1
2016-04-01,hackney,535303,E09000012,155,2277.0,1
2016-05-01,hackney,515687,E09000012,175,2471.0,1
2016-06-01,hackney,500430,E09000012,178,2730.0,1
2016-07-01,hackney,515654,E09000012,186,2652.0,1
2016-08-01,hackney,525755,E09000012,200,2648.0,1
2016-09-01,hackney,537761,E09000012,162,2517.0,1
2016-10-01,hackney,546368,E09000012,212,2530.0,1
2016-11-01,hackney,557602,E09000012,239,2380.0,1
2016-12-01,hackney,548758,E09000012,247,2413.0,1
2017-01-01,hackney,561445,E09000012,179,2389.0,1
2017-02-01,hackney,551580,E09000012,169,2532.0,1
2017-03-01,hackney,535380,E09000012,208,2964.0,1
2017-04-01,hackney,513916,E09000012,172,2648.0,1
2017-05-01,hackney,504455,E09000012,164,2809.0,1
2017-06-01,hackney,533173,E09000012,144,2848.0,1
2017-07-01,hackney,547196,E09000012,218,3008.0,1
2017-08-01,hackney,572398,E09000012,210,2578.0,1
2017-09-01,hackney,575544,E09000012,180,2419.0,1
2017-10-01,hackney,574425,E09000012,199,2674.0,1
2017-11-01,hackney,561529,E09000012,167,2606.0,1
2017-12-01,hackney,557025,E09000012,269,2352.0,1
2018-01-01,hackney,551719,E09000012,171,2454.0,1
2018-02-01,hackney,553682,E09000012,142,2134.0,1
2018-03-01,hackney,533507,E09000012,138,2329.0,1
2018-04-01,hackney,529850,E09000012,141,2497.0,1
2018-05-01,hackney,540775,E09000012,154,2702.0,1
2018-06-01,hackney,552611,E09000012,177,2574.0,1
